restaurant_id,name,days_in_advance,primary_cuisine,secondary_cuisines,primary_dining_style,secondary_dining_styles,facilities,primary_place,places,hashtags,weighted_rating_score,total_revenue,total_bookings,total_guests,total_no_shows,total_temporary_bookings,avg_revenue_per_booking,no_show_rate,kol_views,kol_likes,kol_comments,unique_kols_used,web_views,web_revenue,restaurant_name_en,restaurant_name_th,extracted_location,kol_engagement_rate
4639.0,The Hungry Duck Central Embassy,90.0,thai,Unknown,mall restaurant,"casual dining, family friendly, mall restaurant","wheelchair access, scenic view, outdoor seating, indoor seating",shoppingmall:central embassy,"popularzone:ploenchit, shoppingmall:central embassy, btsroute:bts phloen chit","thai mall restaurants near bts chit lom, siam, phloen chit, amex, thai casual dining restaurants under 500 baht near bts chit lom, bts nana, and bts phloen chit",4.664602849632537,5138280.0,237.0,727.0,1.0,15.0,21680.506329113923,0.004219409282700422,0.0,0.0,0.0,0.0,0.0,0.0,The Hungry Duck Central Embassy,The Hungry Duck เซ็นทรัลเอ็มบาสซี่,European,0.0
4640.0,,,,,,,,,,,,5143909.2,64.0,144.0,2.0,1.0,80373.58125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,nahm (One Michelin star),น้ำ (มิชลินสตาร์ 1 ดาว),Thai,0.0
4641.0,,,,,,,,,,,,2545440.0,99.0,365.0,2.0,7.0,25711.515151515152,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.0,Ginger Farm Kitchen Wooden House,จินเจอร์ ฟาร์ม คิทเช่น วูดเดน เฮ้าส์,Japanese,0.0
4642.0,,,,,,,,,,,,9534840.0,480.0,1876.0,0.0,1.0,19864.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ginger Farm Kitchen Silom Edge,จินเจอร์ ฟาร์ม คิทเช่น สีลม เอดจ์,Thai,0.0
4643.0,Ginger Farm Kitchen Central Westville ,90.0,thai,Unknown,healthy,"casual dining, mall restaurant, family friendly, healthy","indoor seating, free wifi, wheelchair access",location:nonthaburi,Unknown,amex,4.7263289182447386,17862360.0,1255.0,2984.0,4.0,3.0,14232.956175298805,0.0031872509960159364,0.0,0.0,0.0,0.0,0.0,0.0,Ginger Farm Kitchen Central Westville,จินเจอร์ ฟาร์ม คิทเช่น เซ็นทรัล เวสต์วิลล์,Japanese,0.0
4644.0,Ginger Farm Kitchen 101 True Digital Park,90.0,thai,Unknown,healthy,"healthy, casual dining, family friendly, mall restaurant","indoor seating, free wifi, wheelchair access",popularzone:phra khanong,"popularzone:phra khanong, btsroute:bts punnawithi",amex,4.896576638778949,9640800.0,670.0,2037.0,0.0,8.0,14389.253731343284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ginger Farm Kitchen 101 True Digital Park,จินเจอร์ ฟาร์ม คิทเช่น 101 ทรู ดิจิทอล พาร์ค,Spanish,0.0
4645.0,YAWA Modern Japanese Cuisine,90.0,japanese,japanese,family friendly,"family friendly, casual dining","roadside parking, free wifi, have parking, indoor seating, private room up to 10 people, accommodates 50+ people, wheelchair access",location:bang kapi,Unknown,amex,4.586250976301217,32888232.0,1005.0,3993.0,0.0,0.0,32724.60895522388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YAWA Modern Japanese Cuisine,ยาวะ โมเดิร์น เจแปนนิส คูซีน,International,0.0
4646.0,Oka Shabu,90.0,japanese,japanese,hot pot/shabu,"mall restaurant, hot pot/shabu, family friendly, casual dining","indoor seating, have parking",location:din daeng,Unknown,amex,4.770210448652636,207480.0,9.0,25.0,0.0,0.0,23053.333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oka Shabu,โอกะ ชาบู,European,0.0
4647.0,Chim By Siam Wisdom ,90.0,thai,Unknown,one michelin star,"michelin guide, fine dining, one michelin star","free wifi, private room up to 10 people, halal, private room up to 20 people, indoor seating, have baby chair, vegan/vegetarian friendly",location:dusit,Unknown,"michelin guide & star, amex, luxury thai restaurants over 3000 baht, best restaurants in bangkok",,24794599.5,255.0,603.0,0.0,18.0,97233.72352941177,0.0,0.0,0.0,0.0,0.0,15.0,0.0,Chim By Siam Wisdom,ชิมบายสยามวิสด้อม,Italian,0.0
4648.0,,,,,,,,,,,,259539852.0,7642.0,18981.0,44.0,44.0,33962.29416383146,0.0057576550641193405,0.0,0.0,0.0,0.0,0.0,0.0,Sushi Hiro Shabu Buffet The Seasons Mall,ซูชิ ฮิโระ ชาบู บุฟเฟต์ เดอะซีซั่น มอลล์,International,0.0
4649.0,Alberto’s Pizzeria & Trattoria Novotel Bangkok Future Park Rangsit,90.0,italian,italian,family friendly,"hotel restaurant, family friendly","accommodates 50+ people, have parking, free wifi, wheelchair access, have baby chair, indoor seating, outdoor seating, live music",popularzone:pathum thani,popularzone:pathum thani,"amex, top sales hotel restaurants",4.756736816217545,6696036.0,261.0,664.0,4.0,14.0,25655.310344827587,0.01532567049808429,0.0,0.0,0.0,0.0,117.0,0.0,Alberto’s Pizzeria & Trattoria Novotel Bangkok Future Park Rangsit,อัลเบอร์โต้ส์ พิซเซอเรีย แอนด์ แทรตโตเรีย โนโวเทล กรุงเทพ ฟิวเจอร์พาร์ค รังสิต,International,0.0
4650.0,,,,,,,,,,,,823008.0,25.0,61.0,0.0,0.0,32920.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pedro Churrascaria and Steakhouse Novotel Bangkok Future Park Rangsit,เปโดร สเต็กเฮ้าส์ โนโวเทล กรุงเทพ ฟิวเจอร์พาร์ค รังสิต,Steakhouse,0.0
4651.0,Sundance Dayclub Staycation (Hua Hin),90.0,international,international,staycation,staycation,"kids playground, swimming pool, free wifi, wheelchair access",location:hua hin,Unknown,"staycation, amex",4.6601803845594025,11478960.0,192.0,406.0,0.0,11.0,59786.25,0.0,0.0,0.0,0.0,0.0,12.0,0.0,Sundance Dayclub Staycation (Hua Hin),Sundance Dayclub Staycation (Hua Hin),Thai,0.0
4652.0,Jharokha by Indus,90.0,indian,indian,fine dining,"casual dining, family friendly, mall restaurant","indoor seating, free wifi, have baby chair",btsroute:bts chit lom,"btsroute:bts chit lom, btsroute:bts ratchadamri","amex, fine dining",4.846806965768424,8622050.0,128.0,470.0,1.0,4.0,67359.765625,0.0078125,18264.0,171.0,7.0,1.0,18.0,0.0,Jharokha by Indus,Jharokha by Indus,International,0.009745948313622427
4653.0,,,,,,,,,,,,247000644.0,17095.0,58054.0,141.0,202.0,14448.706873354782,0.008248025738520036,0.0,0.0,0.0,0.0,0.0,0.0,Meng Pu Dong Talat Phlu,เม้งปูดอง ตลาดพลู,Thai,0.0
4654.0,Boon Tong Kee PTT Vibhavadi 62,90.0,chinese,Unknown,casual dining,"family friendly, chain restaurant, mall restaurant, casual dining","have baby chair, indoor seating, have parking",awardtype:50 million milestone,Unknown,"celebration redtable awards 2025, time to celebrate, redtable 2024 award winner, amex",4.800452397700336,5422170.0,478.0,1399.0,3.0,12.0,11343.45188284519,0.006276150627615063,0.0,0.0,0.0,0.0,0.0,0.0,Boon Tong Kee PTT Vibhavadi 62,บุญตงกี่ ปตท.วิภาวดี62,Italian,0.0
4655.0,Sushi Koge Omakase,90.0,japanese,japanese,omakase,"fine dining, omakase","indoor seating, have parking",popularzone:ari,"popularzone:phaya thai, popularzone:ari, btsroute:bts ari, popularzone:phahonyothin","hungry hub picks, amex, famous restaurants, time to celebrate",4.70036659813648,135364020.0,2708.0,5943.0,0.0,150.0,49986.713441654356,0.0,0.0,0.0,0.0,0.0,178.0,0.0,Sushi Koge Omakase,Sushi Koge Omakase,Italian,0.0
4657.0,,,,,,,,,,,,354480.0,24.0,84.0,0.0,0.0,14770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Craft Space Cafe & Eatery,Craft Space Cafe & Eatery,Italian,0.0
4658.0,W Lounge at W Bangkok,90.0,european,Unknown,casual dining,"chain restaurant, family friendly, buffet, pub/bar, casual dining","valet parking, live music, free wifi, pet friendly, indoor seating, wheelchair access",popularzone:silom,"btsroute:bts chong nonsi, popularzone:silom, btsroute:bts saint louis",amex,4.885105224326319,2320500.0,92.0,275.0,5.0,2.0,25222.82608695652,0.05434782608695652,0.0,0.0,0.0,0.0,28.0,0.0,W Lounge at W Bangkok,ดับบลิว เลาจน์ แอท ดับบลิว แบงคอก,Italian,0.0
4659.0,Chisana Nami at Erawan Bangkok,90.0,japanese,japanese,teppanyaki,teppanyaki,"accommodates 50+ people, free wifi, private room up to 10 people, indoor seating, halal",btsroute:bts chit lom,"popularzone:chidlom, btsroute:bts ratchadamri, btsroute:bts chit lom",amex,4.775885945496492,14637180.0,294.0,888.0,1.0,12.0,49786.32653061225,0.003401360544217687,0.0,0.0,0.0,0.0,12.0,0.0,Chisana Nami at Erawan Bangkok,ชิซานะ นามิ เอราวัณ แบงค็อก,Italian,0.0
4660.0,,,,,,,,,,,,1609512.0,91.0,285.0,0.0,10.0,17686.945054945056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baan Farangkoo (Ayutthaya),บ้านฝรั่งคู่ (อยุธยา),Japanese,0.0
4662.0,The White House Bangkok,90.0,european,"european, fusion",fine dining,"fine dining, activity/experience","private room up to 10 people, have parking, private room up to 20 people, have baby chair, free wifi, indoor seating",popularzone:asok,"popularzone:phrom phong, popularzone:asok",amex,4.6601803845594025,19000332.0,1039.0,2115.0,1.0,0.0,18287.133782483157,0.0009624639076034649,0.0,0.0,0.0,0.0,0.0,0.0,The White House Bangkok,เดอะ ไวท์ เฮาส์,Mediterranean,0.0
4663.0,,,,,,,,,,,,419808.0,10.0,16.0,0.0,1.0,41980.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shinsoko Omakase,Shinsoko Omakase,Japanese,0.0
4664.0,,,,,,,,,,,,9552456.0,409.0,878.0,1.0,1.0,23355.63814180929,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0,Railway Restaurant at Centara Grand Beach Resort & Villas (Hua Hin),Railway Restaurant at Centara Grand Beach Resort & Villas (Hua Hin),International,0.0
4665.0,Mala X,90.0,chinese,Unknown,family friendly,"casual dining, healthy, hot pot/shabu, family friendly","free wifi, indoor seating, roadside parking",popularzone:thonglor,"btsroute:bts thong lor, popularzone:thonglor",amex,4.362126269191582,357480.0,27.0,75.0,1.0,2.0,13240.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,Mala X,หม่าล่าเอ็กซ์,Japanese,0.0
4666.0,Coast Beach Club & Bistro at Centara Grand Beach Resort & Villas (Hua Hin),90.0,international,"thai, international, fusion",grill/bbq,"grill/bbq, hotel buffet, casual dining","free wifi, indoor seating, outdoor seating, accommodates 50+ people, vegan/vegetarian friendly, have parking, have baby chair, kids playground",location:hua hin,Unknown,"top sales hotel restaurants, amex",4.83191445912237,9234432.0,254.0,809.0,3.0,7.0,36356.03149606299,0.011811023622047244,0.0,0.0,0.0,0.0,0.0,0.0,Coast Beach Club & Bistro at Centara Grand Beach Resort & Villas (Hua Hin),โคสท์บีชคลับและบิสโทร เซ็นทาราแกรนด์ รีสอร์ท แอนด์ วิลล่า (หัวหิน),International,0.0
4667.0,Hagi at Centara Grand Beach Resort & Villas (Hua Hin),90.0,japanese,japanese,hotel buffet,"hotel buffet, casual dining, family friendly, open air/outdoor","wheelchair access, outdoor seating, have baby chair, accommodates 50+ people",location:hua hin,Unknown,"time to celebrate, amex",4.601932971992347,3763440.0,109.0,344.0,3.0,6.0,34526.97247706422,0.027522935779816515,0.0,0.0,0.0,0.0,17.0,0.0,Hagi at Centara Grand Beach Resort & Villas (Hua Hin),ฮากิ เซ็นทาราแกรนด์ รีสอร์ท แอนด์ วิลล่า (หัวหิน),International,0.0
4668.0,Raynue Gaysorn Amarin,90.0,italian,"italian, mediterranean",open air/outdoor,"family friendly, wine bar, open air/outdoor, pub/bar, casual dining, mall restaurant, healthy","outdoor seating, live music, dj, halal, free wifi, scenic view",shoppingmall:gaysorn amarin,"btsroute:bts chit lom, shoppingmall:gaysorn amarin",amex,4.853098377909384,8595360.0,289.0,811.0,16.0,0.0,29741.73010380623,0.05536332179930796,0.0,0.0,0.0,0.0,18.0,0.0,Raynue Gaysorn Amarin,เรณู เกษรอัมรินทร์,European,0.0
4669.0,Man Fu Lou,90.0,chinese,Unknown,buffet,"buffet, family friendly, casual dining","private room up to 20 people, accommodates 50+ people, private room up to 10 people, indoor seating",popularzone:charoen krung,"popularzone:charoen krung, mrtroute:mrt hua lamphong, popularzone:sam yan, mrtroute:mrt sam yan, popularzone:rama 4","famous restaurants, come more pay less, time to celebrate, amex",4.222899615380576,107006424.0,2505.0,9360.0,15.0,54.0,42717.13532934132,0.005988023952095809,1605.0,65.0,5.0,1.0,1905.0,0.0,Man Fu Lou,หม่าน ฟู่ โหลว,Steakhouse,0.04361370716510903
4670.0,,,,,,,,,,,,11872600.0,381.0,2272.0,5.0,7.0,31161.679790026246,0.013123359580052493,0.0,0.0,0.0,0.0,0.0,0.0,Waterside Karaoke Restaurant,วอเตอร์ไซด์ คาราโอเกะ เรสเตอรองค์,Japanese,0.0
4671.0,,,,,,,,,,,,10578580.0,352.0,1210.0,1.0,17.0,30052.784090909092,0.002840909090909091,0.0,0.0,0.0,0.0,0.0,0.0,CQK MALA Hotpot Ekkamai-Thonglor,CQK MALA Hotpot เอกมัย-ทองหล่อ,Japanese,0.0
4683.0,,,,,,,,,,,,1121472.0,111.0,256.0,1.0,1.0,10103.351351351352,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,Mareeji Cafe & Casual Dining,มรีจิ คาเฟ่ แอนด์ แคชชวล ไดน์นิ่ง,Fusion,0.0
4684.0,,,,,,,,,,,,5745120.0,329.0,1008.0,3.0,6.0,17462.370820668693,0.00911854103343465,0.0,0.0,0.0,0.0,0.0,0.0,Bulwark Ratchapruek,บูลวาร์ค ราชพฤกษ์,International,0.0
4685.0,Chu Grill Shabu,90.0,japanese,japanese,buffet,"buffet, hot pot/shabu, casual dining, grill/bbq, family friendly","free corkage, free wifi, wheelchair access, indoor seating, have baby chair",btsroute:bts national stadium,"btsroute:bts national stadium, mrtroute:mrt hua lamphong",amex,4.780043541100546,9588864.0,442.0,1615.0,7.0,13.0,21694.262443438914,0.01583710407239819,0.0,0.0,0.0,0.0,90.0,0.0,Chu Grill Shabu,ชู กริลล์ ชาบู,Korean,0.0
4686.0,Le Salon Café Bangkok,90.0,international,"italian, american, thai, international",afternoon tea,"afternoon tea, hotel restaurant, activity/experience, cafe/dessert, wine bar","free wifi, outdoor seating, indoor seating, have parking, have baby chair",btsroute:bts chit lom,"popularzone:ploenchit, btsroute:bts ratchadamri, btsroute:bts chit lom, popularzone:chidlom",amex,4.893943283993525,5960088.0,470.0,961.0,1.0,1.0,12681.038297872341,0.002127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,Le Salon Café Bangkok,เลอ ซาลอน คาเฟ่ กรุงเทพฯ,European,0.0
4687.0,Calm Kraam,90.0,thai,thai,casual dining,"casual dining, healthy, family friendly","indoor seating, wheelchair access, have baby chair, free wifi",btsroute:bts asok,"btsroute:bts asok, popularzone:asok, mrtroute:mrt sukhumvit","amex, healthy thai restaurants near phrom phong, asok, thonglor",4.648631556757896,1277400.0,117.0,331.0,0.0,5.0,10917.948717948719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calm Kraam,คาล์ม คราม,International,0.0
4688.0,Centara Ayutthaya Staycation (Ayutthaya),90.0,thai,thai,staycation,staycation,"wheelchair access, swimming pool, free wifi, pet friendly",location:ayutthaya,Unknown,"staycation, amex",4.9138289182447386,34387908.0,717.0,1498.0,3.0,7.0,47960.82008368201,0.0041841004184100415,0.0,0.0,0.0,0.0,65.0,0.0,Centara Ayutthaya Staycation (Ayutthaya),เซ็นทารา อยุธยา สเตเคชั่น (อยุธยา),European,0.0
4689.0,More than Wine Ratchaphruek,90.0,fusion,"italian, thai, fusion",wine bar,"family friendly, wine bar, casual dining","private room up to 20 people, indoor seating, free wifi, live music",popularzone:ratchaphruek,"popularzone:nonthaburi, popularzone:ratchaphruek","amex, family friendly thai restaurants under 1000 baht in nonthaburi",4.885105224326319,2006832.0,129.0,308.0,0.0,2.0,15556.837209302326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,More than Wine Ratchaphruek,มอร์ แธน ไวน์ ราชพฤกษ์,Chinese,0.0
4690.0,Ab Sab Lai,90.0,thai isaan,"thai isaan, thai",family friendly,"family friendly, casual dining, healthy","have baby chair, roadside parking, private room up to 20 people, free corkage",popularzone:phahonyothin,popularzone:phahonyothin,amex,4.770210448652636,103080.0,5.0,25.0,0.0,0.0,20616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ab Sab Lai,แอบแซ่บหลาย,Chinese,0.0
4691.0,,,,,,,,,,,,14859612.0,1336.0,3595.0,2.0,3.0,11122.464071856288,0.0014970059880239522,0.0,0.0,0.0,0.0,0.0,0.0,Chao Phraya Pearl,เจ้าพระยาเพิร์ล,Thai,0.0
4692.0,The Karaked Sukhumvit 36,90.0,thai,thai,chain restaurant,"chain restaurant, family friendly, casual dining","indoor seating, pet friendly, outdoor seating",popularzone:rama 4,"popularzone:rama 4, popularzone:thonglor",amex,4.874660244719619,7132270.0,1175.0,2368.0,1.0,0.0,6070.017021276596,0.000851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,The Karaked Sukhumvit 36,เดอะ การะเกด สุขุมวิท 36,Chinese,0.0
4693.0,The Karaked Siam Square One,90.0,thai,thai,chain restaurant,"family friendly, mall restaurant, casual dining, chain restaurant","indoor seating, accommodates 50+ people",shoppingmall:siam square,"shoppingmall:siam square, popularzone:siam, btsroute:bts siam","thai mall restaurants near bts chit lom, siam, phloen chit, amex",4.60354378198597,378110.0,42.0,111.0,2.0,2.0,9002.619047619048,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,The Karaked Siam Square One,เดอะ การะเกด สยามสแควร์วัน,Indian,0.0
4695.0,Huajai Siam Square One,90.0,korean,korean,mall restaurant,"mall restaurant, casual dining, family friendly","have parking, indoor seating",shoppingmall:siam square,"btsroute:bts siam, shoppingmall:siam square, popularzone:siam",amex,4.774750846127721,1870460.0,315.0,652.0,0.0,1.0,5937.9682539682535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Huajai Siam Square One,หัวใจ  สยามสแควร์วัน,American,0.0
4696.0,Jass Bar & Bistro at Jasmine Resort Hotel,90.0,international,"thai, fusion, international",casual dining,"casual dining, open air/outdoor, hotel restaurant, pub/bar","free wifi, outdoor seating",btsroute:bts phra khanong,"btsroute:bts phra khanong, popularzone:rama 4, popularzone:phra khanong","amex, come more pay less",4.83782454414503,17615532.0,1078.0,2126.0,2.0,4.0,16340.938775510203,0.0018552875695732839,0.0,0.0,0.0,0.0,58.0,0.0,Jass Bar & Bistro at Jasmine Resort Hotel,Jass Bar & Bistro at Jasmine Resort Hotel,Thai,0.0
4697.0,Tamade Sake Bar,90.0,japanese,"japanese, chinese",family friendly,"casual dining, hot pot/shabu, family friendly, izakaya","private room up to 10 people, private room up to 20 people, indoor seating, have parking, have baby chair",location:ladphrao,popularzone:kaset nawamin,amex,4.60354378198597,20886192.0,209.0,2079.0,6.0,2.0,99933.93301435407,0.028708133971291867,0.0,0.0,0.0,0.0,0.0,0.0,Tamade Sake Bar,ทามาเตะ สาเก บาร์,Japanese,0.0
4698.0,,,,,,,,,,,,353784.0,35.0,102.0,0.0,1.0,10108.114285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tsunami Suki & Grill Prachachuen,สึนามิ สุกี้สายพาน ประชาชื่น,Chinese,0.0
4701.0,,,,,,,,,,,,1203600.0,44.0,99.0,0.0,2.0,27354.545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Merelani Charcoal Grill and Rooftop,เมรีลานี่ ชาร์โคล กริลล์ แอนด์ รูฟท็อป,Fusion,0.0
4702.0,Rad Street at The Fig Lobby,90.0,thai,"american, international, thai, fusion",casual dining,"hotel restaurant, open air/outdoor, activity/experience, cafe/dessert, casual dining","outdoor seating, have parking, vegan/vegetarian friendly, pet friendly, wheelchair access, free wifi, massage & spa, indoor seating",popularzone:rama 4,"popularzone:phrom phong, popularzone:rama 4","thai vegan/vegetarian restaurants near phrom phong, asok, thonglor under 1000 baht, amex, vegan/vegetarian thai restaurants in phrom phong, asok, thonglor under 500 baht, thai outdoor restaurants in phrom phong, asok & nana under 1000 baht",4.9320360769118805,6249684.0,622.0,1478.0,0.0,3.0,10047.723472668811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rad Street at The Fig Lobby,แรด สตรีท เดอะ ฟิก ล็อบบี้,Japanese,0.0
4703.0,Take a Breath - café & eatery ,90.0,italian,"italian, fusion, thai, international, steakhouse",cafe/dessert,"family friendly, cafe/dessert, wine bar, casual dining, healthy","kids playground, free wifi, private room up to 40 people, have baby chair, private room up to 20 people, accommodates 50+ people, pet friendly, accommodates 80+ people, valet parking, accommodates 120+ people, halal, indoor seating, private room up to 10 people",popularzone:phutthamonthon,"popularzone:phutthamonthon, popularzone:taling chan, popularzone:ratchaphruek",amex,4.315531567297896,14081436.0,560.0,1968.0,0.0,12.0,25145.42142857143,0.0,0.0,0.0,0.0,0.0,74.0,0.0,Take a Breath - café & eatery,เทค อะ เบรธ คาเฟ่ แอนด์ อีทเทอรี่,Chinese,0.0
4704.0,Hoy Mahachon,90.0,vietnamese,"thai, vietnamese",buffet,"casual dining, family friendly, buffet","wheelchair access, accommodates 50+ people, accommodates 80+ people, free wifi",popularzone:lat pla khao,popularzone:lat pla khao,amex,,375060.0,37.0,95.0,0.0,1.0,10136.756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hoy Mahachon,หอยมหาชน,Chinese,0.0
4705.0,AV izakaya Lat Phrao 71,90.0,japanese,japanese,izakaya,"casual dining, izakaya, family friendly","free wifi, indoor seating, roadside parking, karaoke, private room up to 20 people, dj",popularzone:ladprao,popularzone:ladprao,amex,,254880.0,10.0,24.0,0.0,0.0,25488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AV izakaya Lat Phrao 71,เอวี อิซากายะ ลาดพร้าว 71,Indian,0.0
4708.0,AV izakaya Saphan Khwai,90.0,japanese,japanese,izakaya,"family friendly, izakaya, casual dining","indoor seating, live music, free wifi",btsroute:bts saphan khwai,"popularzone:phahonyothin, popularzone:phaya thai, popularzone:ari, btsroute:bts saphan khwai",amex,4.770210448652636,2311440.0,60.0,206.0,0.0,0.0,38524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AV izakaya Saphan Khwai,เอวี อิซากายะ สะพานควาย,International,0.0
4709.0,,,,,,,,,,,,52200.0,2.0,4.0,0.0,0.0,26100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AV izakaya Chaengwattana - Muang Thong,เอวี อิซากายะ แจ้งวัฒนะ - เมืองทอง,Japanese,0.0
4710.0,Zaap Classic Seacon Square Srinagarindra,90.0,thai isaan,"thai, thai isaan",buffet,"family friendly, buffet, mall restaurant, casual dining, chain restaurant","accommodates 50+ people, wheelchair access, have parking, indoor seating",awardbadge:red table award,shoppingmall:seacon square,"redtable 2024 award winner, amex",4.754015035446616,116247168.0,9260.0,25156.0,12.0,113.0,12553.689848812095,0.0012958963282937365,0.0,0.0,0.0,0.0,74.0,0.0,Zaap Classic Seacon Square Srinagarindra,แซ่บคลาสสิก ซีคอนสแควร์ ศรีนครินทร์,Fusion,0.0
4711.0,Kem-Kon (Pahurat),90.0,thai,thai,casual dining,"casual dining, cafe/dessert, healthy, family friendly","roadside parking, vegan/vegetarian friendly, kids playground, pet friendly, free wifi, indoor seating, wheelchair access",mrtroute:mrt sam yot,"popularzone:phra nakhon, mrtroute:mrt sam yot",amex,4.735695854657314,101400.0,13.0,27.0,0.0,1.0,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kem-Kon (Pahurat),เข้ม-ข้น (พาหุรัด),Chinese,0.0
4712.0,Hard Rock Cafe Bangkok,90.0,american,international,chain restaurant,"family friendly, open air/outdoor, chain restaurant, pub/bar, cafe/dessert, casual dining","have baby chair, have parking, free event equipment, vegan/vegetarian friendly, outdoor seating, free wifi, sports screening, wheelchair access, accommodates 50+ people, accommodates 120+ people, indoor seating, live music, accommodates 80+ people",btsroute:bts chit lom,"shoppingmall:gaysorn amarin, popularzone:chidlom, btsroute:bts chit lom",amex,4.887375423063861,44140080.0,1820.0,5484.0,1.0,3.0,24252.79120879121,0.0005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,Hard Rock Cafe Bangkok,ฮาร์ดร็อค คาเฟ่ กรุงเทพมหานคร,Fusion,0.0
4713.0,Shidai Kushiyaki,90.0,japanese,japanese,izakaya,"casual dining, family friendly, open air/outdoor, izakaya","pet friendly, private room up to 10 people, free wifi, have baby chair, outdoor seating, indoor seating",btsroute:bts bang chak,"btsroute:bts bang chak, popularzone:phra khanong",amex,4.893943283993525,1900356.0,132.0,335.0,0.0,5.0,14396.636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shidai Kushiyaki,ชิได คูชิยากิ,International,0.0
4714.0,Café de Salil La Petite Salil Sukhumvit 8,90.0,international,"european, thai, fusion, international",casual dining,"open air/outdoor, casual dining, family friendly, hotel restaurant","roadside parking, indoor seating, free wifi, private room up to 20 people, private room up to 10 people, outdoor seating",location:khlong toei,"popularzone:asok, popularzone:nana","amex, thai outdoor restaurants in phrom phong, asok & nana under 1000 baht",,14280.0,2.0,5.0,0.0,0.0,7140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Café de Salil La Petite Salil Sukhumvit 8,คาเฟ่ เดอ สลิล ลา เปอติต สลิล สุขุมวิท 8,Korean,0.0
4715.0,La Petite Salil Sukhumvit Soi 8 Staycation,90.0,international,international,staycation,staycation,free wifi,location:khlong toei,"popularzone:asok, popularzone:nana",amex,4.803037527416546,18574752.0,766.0,816.0,0.0,1.0,24249.023498694518,0.0,0.0,0.0,0.0,0.0,31.0,0.0,La Petite Salil Sukhumvit Soi 8 Staycation,ลา เปอติต สลิล สุขุมวิท 8 สเตเคชั่น,International,0.0
4716.0,,,,,,,,,,,,1557000.0,28.0,71.0,0.0,0.0,55607.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wyndham Jomtien Staycation (Pattaya),วินด์แฮมจอมเทียน สเตเคชั่น (พัทยา),Japanese,0.0
4717.0,,,,,,,,,,,,314760.0,17.0,46.0,0.0,0.0,18515.29411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RYUDEN izakaya,ริวเด็น อิซากายะ,Japanese,0.0
4718.0,,,,,,,,,,,,1185960.0,39.0,107.0,0.0,1.0,30409.23076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A Bowl of Pasta,A Bowl of Pasta,Italian,0.0
4720.0,1897 Lounge at Siam Kempinski Hotel Bangkok,90.0,international,international,afternoon tea,"afternoon tea, hotel restaurant, cafe/dessert","live music, free wifi, indoor seating, have baby chair, have parking, halal",popularzone:siam,"popularzone:siam, btsroute:bts siam",Unknown,4.51347363243509,2040000.0,84.0,158.0,7.0,0.0,24285.714285714286,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1897 Lounge at Siam Kempinski Hotel Bangkok,1897 Lounge at Siam Kempinski Hotel Bangkok,International,0.0
